Alue,Vuosi,"Asuntoväestö, henkilöä","Asuntoväestö, lapsia",Pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pienituloisten lasten lukumäärä asuntoväestössä,Asuntoväestön pienituloisuusaste (raja 60 % mediaanista),Asuntoväestöön kuuluvien lasten pienituloisuusaste,Pitkittyneesti pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten lukumäärä asuntoväestössä,Pitkittyneesti pienituloisten henkilöiden osuus (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten osuus asuntoväestössä
SK142 Seinäjoki,2022,129256,25931,15836,2533,12.3,9.8,9765,1109,7.6,4.3
SK144 Kuusiokunnat,1995,25549,,2381,,9.3,,,,,
SK144 Kuusiokunnat,1996,25088,,2723,,10.9,,,,,
SK144 Kuusiokunnat,1997,24876,,3040,,12.2,,,,,
SK144 Kuusiokunnat,1998,24769,,3214,,13,,1567,,6.3,
SK144 Kuusiokunnat,1999,24466,,3397,,13.9,,1800,,7.4,
SK144 Kuusiokunnat,2000,24332,,3623,,14.9,,2005,,8.2,
SK144 Kuusiokunnat,2001,24097,,3685,,15.3,,2149,,8.9,
SK144 Kuusiokunnat,2002,23868,,3588,,15,,2201,,9.2,
SK144 Kuusiokunnat,2003,23674,,3782,,16,,2337,,9.9,
SK144 Kuusiokunnat,2004,23531,,4004,,17,,2506,,10.6,
SK144 Kuusiokunnat,2005,23461,,3906,,16.6,,2490,,10.6,
SK144 Kuusiokunnat,2006,23315,,4111,,17.6,,2681,,11.5,
SK144 Kuusiokunnat,2007,23077,,4246,,18.4,,2798,,12.1,
SK144 Kuusiokunnat,2008,22847,,4233,,18.5,,2900,,12.7,
SK144 Kuusiokunnat,2009,22660,,4153,,18.3,,2887,,12.7,
SK144 Kuusiokunnat,2010,22435,4689,4100,878,18.3,18.7,2825,,12.6,
SK144 Kuusiokunnat,2011,22221,4583,3978,826,17.9,18,2852,,12.8,
SK144 Kuusiokunnat,2012,22084,4507,3718,725,16.8,16.1,2693,,12.2,
SK144 Kuusiokunnat,2013,21866,4479,3429,683,15.7,15.2,2513,401,11.5,9
SK144 Kuusiokunnat,2014,21551,4338,3182,611,14.8,14.1,2333,365,10.8,8.4
SK144 Kuusiokunnat,2015,21370,4285,3115,610,14.6,14.2,2225,321,10.4,7.5
SK144 Kuusiokunnat,2016,21151,4206,3096,603,14.6,14.3,2147,325,10.2,7.7
SK144 Kuusiokunnat,2017,20805,4116,3305,679,15.9,16.5,2123,327,10.2,7.9
SK144 Kuusiokunnat,2018,20361,3949,3272,627,16.1,15.9,2121,323,10.4,8.2
SK144 Kuusiokunnat,2019,20188,3908,3313,668,16.4,17.1,2199,332,10.9,8.5
SK144 Kuusiokunnat,2020,19901,3801,2910,553,14.6,14.5,2126,303,10.7,8
SK144 Kuusiokunnat,2021,19771,3754,3015,566,15.2,15.1,2079,275,10.5,7.3
SK144 Kuusiokunnat,2022,19496,3655,3017,518,15.5,14.2,2045,275,10.5,7.5
SK146 Järviseutu,1995,25928,,2813,,10.8,,,,,
SK146 Järviseutu,1996,25695,,3001,,11.7,,,,,
SK146 Järviseutu,1997,25390,,3193,,12.6,,,,,
SK146 Järviseutu,1998,25132,,3350,,13.3,,1671,,6.6,
SK146 Järviseutu,1999,24928,,3506,,14.1,,1933,,7.8,
SK146 Järviseutu,2000,24603,,3598,,14.6,,2020,,8.2,
SK146 Järviseutu,2001,24148,,3754,,15.5,,2154,,8.9,
SK146 Järviseutu,2002,23795,,3628,,15.2,,2240,,9.4,
SK146 Järviseutu,2003,23501,,3725,,15.9,,2325,,9.9,
SK146 Järviseutu,2004,23315,,3778,,16.2,,2268,,9.7,
SK146 Järviseutu,2005,23108,,3965,,17.2,,2355,,10.2,
SK146 Järviseutu,2006,22794,,3998,,17.5,,2473,,10.8,
SK146 Järviseutu,2007,22530,,4065,,18,,2564,,11.4,
SK146 Järviseutu,2008,22268,,3935,,17.7,,2687,,12.1,
SK146 Järviseutu,2009,22117,,3942,,17.8,,2678,,12.1,
SK146 Järviseutu,2010,21887,4659,3561,724,16.3,15.5,2462,,11.2,
SK146 Järviseutu,2011,21613,4585,3665,751,17,16.4,2417,,11.2,
SK146 Järviseutu,2012,21389,4516,3376,700,15.8,15.5,2281,,10.7,
SK146 Järviseutu,2013,21216,4434,3390,784,16,17.7,2225,388,10.5,8.8
SK146 Järviseutu,2014,21006,4389,3088,714,14.7,16.3,2107,386,10,8.8
SK146 Järviseutu,2015,20623,4278,3015,711,14.6,16.6,2071,388,10,9.1
SK146 Järviseutu,2016,20391,4195,3066,696,15,16.6,2024,382,9.9,9.1
SK146 Järviseutu,2017,20079,4092,3099,662,15.4,16.2,1986,360,9.9,8.8
SK146 Järviseutu,2018,19774,3997,3117,651,15.8,16.3,1991,344,10.1,8.6
SK146 Järviseutu,2019,19408,3880,3028,597,15.6,15.4,1974,324,10.2,8.4
SK146 Järviseutu,2020,19097,3775,2839,578,14.9,15.3,1969,313,10.3,8.3
SK146 Järviseutu,2021,18904,3697,2902,597,15.4,16.1,1935,306,10.2,8.3
SK146 Järviseutu,2022,18534,3591,2824,521,15.2,14.5,1868,268,10.1,7.5
SK152 Vaasa,1995,98574,,7362,,7.5,,,,,
SK152 Vaasa,1996,98697,,8007,,8.1,,,,,
SK152 Vaasa,1997,98965,,9012,,9.1,,,,,
SK152 Vaasa,1998,99119,,9376,,9.5,,3874,,3.9,
SK152 Vaasa,1999,99012,,10334,,10.4,,4507,,4.6,
SK152 Vaasa,2000,98934,,10786,,10.9,,4907,,5,
SK152 Vaasa,2001,99243,,10899,,11,,5216,,5.3,
SK152 Vaasa,2002,99287,,10931,,11,,5592,,5.6,
SK152 Vaasa,2003,99438,,11701,,11.8,,6041,,6.1,
SK152 Vaasa,2004,99661,,12485,,12.5,,6337,,6.4,
SK152 Vaasa,2005,100053,,12988,,13,,6699,,6.7,
SK152 Vaasa,2006,100657,,13487,,13.4,,7179,,7.1,
SK152 Vaasa,2007,101239,,13303,,13.1,,7321,,7.2,
SK152 Vaasa,2008,101993,,13196,,12.9,,7666,,7.5,
SK152 Vaasa,2009,102960,,13218,,12.8,,7604,,7.4,
SK152 Vaasa,2010,103764,21376,13154,2150,12.7,10.1,7657,,7.4,
SK152 Vaasa,2011,104909,21561,13627,2322,13,10.8,7794,,7.4,
SK152 Vaasa,2012,105591,21577,12934,2184,12.2,10.1,7405,,7,
SK152 Vaasa,2013,106441,21705,12545,2030,11.8,9.4,7236,954,6.8,4.4
SK152 Vaasa,2014,107155,21888,13103,2228,12.2,10.2,7185,914,6.7,4.2
SK152 Vaasa,2015,107795,21974,13178,2216,12.2,10.1,7122,910,6.6,4.1
SK152 Vaasa,2016,107798,22053,13578,2320,12.6,10.5,7203,941,6.7,4.3
SK152 Vaasa,2017,107239,21860,13776,2375,12.8,10.9,7407,1027,6.9,4.7
SK152 Vaasa,2018,107357,21755,13948,2398,13,11,7402,1000,6.9,4.6
SK152 Vaasa,2019,107195,21583,14280,2417,13.3,11.2,7733,1080,7.2,5
SK152 Vaasa,2020,107053,21241,13624,2174,12.7,10.2,7676,1035,7.2,4.9
SK152 Vaasa,2021,107156,20991,14238,2298,13.3,10.9,7837,1108,7.3,5.3
SK152 Vaasa,2022,107445,20852,14487,2223,13.5,10.7,7905,1050,7.4,5
SK153 Sydösterbotten,1995,20185,,1960,,9.7,,,,,
SK153 Sydösterbotten,1996,20012,,2110,,10.5,,,,,
SK153 Sydösterbotten,1997,19748,,2242,,11.4,,,,,
SK153 Sydösterbotten,1998,19483,,2231,,11.5,,1245,,6.4,
SK153 Sydösterbotten,1999,19261,,2436,,12.6,,1377,,7.1,
SK153 Sydösterbotten,2000,19081,,2533,,13.3,,1467,,7.7,
SK153 Sydösterbotten,2001,18839,,2567,,13.6,,1520,,8.1,
SK153 Sydösterbotten,2002,18763,,2482,,13.2,,1612,,8.6,
SK153 Sydösterbotten,2003,18606,,2464,,13.2,,1602,,8.6,
SK153 Sydösterbotten,2004,18425,,2500,,13.6,,1540,,8.4,
SK153 Sydösterbotten,2005,18241,,2502,,13.7,,1546,,8.5,
SK153 Sydösterbotten,2006,18047,,2621,,14.5,,1642,,9.1,
SK153 Sydösterbotten,2007,17920,,2750,,15.3,,1684,,9.4,
SK153 Sydösterbotten,2008,17836,,2590,,14.5,,1727,,9.7,
SK153 Sydösterbotten,2009,17749,,2418,,13.6,,1630,,9.2,
SK153 Sydösterbotten,2010,17603,2960,2386,297,13.6,10,1648,,9.4,
SK153 Sydösterbotten,2011,17475,2907,2422,325,13.9,11.2,1581,,9,
SK153 Sydösterbotten,2012,17404,2834,2257,268,13,9.5,1554,,8.9,
SK153 Sydösterbotten,2013,17263,2767,2090,263,12.1,9.5,1438,114,8.3,4.1
SK153 Sydösterbotten,2014,17133,2707,2054,279,12,10.3,1352,112,7.9,4.1
SK153 Sydösterbotten,2015,17052,2715,1979,289,11.6,10.6,1261,101,7.4,3.7
SK153 Sydösterbotten,2016,17038,2780,1990,287,11.7,10.3,1262,117,7.4,4.2
SK153 Sydösterbotten,2017,17019,2802,2064,298,12.1,10.6,1250,113,7.3,4
SK153 Sydösterbotten,2018,16938,2811,2082,332,12.3,11.8,1196,107,7.1,3.8
SK153 Sydösterbotten,2019,16810,2799,2142,345,12.7,12.3,1278,132,7.6,4.7
SK153 Sydösterbotten,2020,16823,2834,1984,316,11.8,11.2,1220,119,7.3,4.2
SK153 Sydösterbotten,2021,16822,2882,2060,351,12.2,12.2,1280,140,7.6,4.9
SK153 Sydösterbotten,2022,16706,2858,2064,327,12.4,11.4,1268,134,7.6,4.7
SK154 Jakobstadsregionen,1995,48390,,2853,,5.9,,,,,
SK154 Jakobstadsregionen,1996,48221,,3266,,6.8,,,,,
SK154 Jakobstadsregionen,1997,48114,,3467,,7.2,,,,,
SK154 Jakobstadsregionen,1998,47951,,3607,,7.5,,1499,,3.1,
SK154 Jakobstadsregionen,1999,47795,,4351,,9.1,,1840,,3.8,
SK154 Jakobstadsregionen,2000,47812,,4402,,9.2,,2110,,4.4,
SK154 Jakobstadsregionen,2001,47622,,4095,,8.6,,2239,,4.7,
SK154 Jakobstadsregionen,2002,47650,,4231,,8.9,,2420,,5.1,
SK154 Jakobstadsregionen,2003,47763,,4488,,9.4,,2432,,5.1,
SK154 Jakobstadsregionen,2004,47959,,4786,,10,,2426,,5.1,
SK154 Jakobstadsregionen,2005,48072,,5062,,10.5,,2652,,5.5,
SK154 Jakobstadsregionen,2006,48196,,5195,,10.8,,2966,,6.2,
SK154 Jakobstadsregionen,2007,48349,,5389,,11.1,,3067,,6.3,
SK154 Jakobstadsregionen,2008,48643,,5268,,10.8,,3157,,6.5,
SK154 Jakobstadsregionen,2009,48771,,5314,,10.9,,3148,,6.5,
SK154 Jakobstadsregionen,2010,48931,12032,5328,1341,10.9,11.1,3109,,6.4,
SK154 Jakobstadsregionen,2011,48973,11955,5420,1317,11.1,11,3142,,6.4,
SK154 Jakobstadsregionen,2012,49057,11846,5018,1197,10.2,10.1,3017,,6.1,
SK154 Jakobstadsregionen,2013,49165,11779,4858,1196,9.9,10.2,3034,624,6.2,5.3
SK154 Jakobstadsregionen,2014,49225,11704,4765,1237,9.7,10.6,2869,563,5.8,4.8
SK154 Jakobstadsregionen,2015,49207,11687,4710,1211,9.6,10.4,2725,536,5.5,4.6
SK154 Jakobstadsregionen,2016,49022,11572,4676,1085,9.5,9.4,2636,471,5.4,4.1
SK154 Jakobstadsregionen,2017,49000,11603,4803,1179,9.8,10.2,2685,497,5.5,4.3
SK154 Jakobstadsregionen,2018,48810,11555,4877,1238,10,10.7,2701,519,5.5,4.5
SK154 Jakobstadsregionen,2019,48845,11523,4985,1214,10.2,10.5,2839,554,5.8,4.8
SK154 Jakobstadsregionen,2020,48914,11534,4434,1027,9.1,8.9,2611,446,5.3,3.9
SK154 Jakobstadsregionen,2021,49079,11519,4818,1143,9.8,9.9,2752,488,5.6,4.2
SK154 Jakobstadsregionen,2022,49107,11462,4869,1116,9.9,9.7,2752,478,5.6,4.2
SK161 Kaustinen,1995,18670,,1743,,9.3,,,,,
SK161 Kaustinen,1996,18448,,2049,,11.1,,,,,
SK161 Kaustinen,1997,18275,,2280,,12.5,,,,,
SK161 Kaustinen,1998,18110,,2375,,13.1,,1094,,6,
SK161 Kaustinen,1999,17831,,2626,,14.7,,1223,,6.9,
SK161 Kaustinen,2000,17592,,2398,,13.6,,1316,,7.5,
SK161 Kaustinen,2001,17373,,2491,,14.3,,1334,,7.7,
SK161 Kaustinen,2002,17152,,2317,,13.5,,1340,,7.8,
SK161 Kaustinen,2003,17088,,2456,,14.4,,1439,,8.4,
SK161 Kaustinen,2004,16883,,2589,,15.3,,1463,,8.7,
SK161 Kaustinen,2005,16835,,2569,,15.3,,1466,,8.7,
SK161 Kaustinen,2006,16618,,2568,,15.5,,1576,,9.5,
SK161 Kaustinen,2007,16470,,2667,,16.2,,1593,,9.7,
SK161 Kaustinen,2008,16362,,2655,,16.2,,1711,,10.5,
SK161 Kaustinen,2009,16209,,2632,,16.2,,1657,,10.2,
SK161 Kaustinen,2010,16087,3685,2389,602,14.9,16.3,1592,,9.9,
SK161 Kaustinen,2011,15942,3677,2386,588,15,16,1587,,10,
SK161 Kaustinen,2012,15833,3632,2240,531,14.1,14.6,1500,,9.5,
SK161 Kaustinen,2013,15730,3641,2080,511,13.2,14,1371,259,8.7,7.1
SK161 Kaustinen,2014,15657,3617,2002,532,12.8,14.7,1281,273,8.2,7.5
SK161 Kaustinen,2015,15626,3642,2136,609,13.7,16.7,1333,303,8.5,8.3
SK161 Kaustinen,2016,15475,3636,1995,527,12.9,14.5,1276,290,8.2,8
SK161 Kaustinen,2017,15306,3555,2141,591,14,16.6,1273,306,8.3,8.6
SK161 Kaustinen,2018,15054,3490,2140,595,14.2,17,1265,297,8.4,8.5
SK161 Kaustinen,2019,14799,3410,2135,570,14.4,16.7,1300,281,8.8,8.2
SK161 Kaustinen,2020,14574,3331,2023,534,13.9,16,1289,277,8.8,8.3
SK161 Kaustinen,2021,14391,3252,2053,526,14.3,16.2,1365,317,9.5,9.7
SK161 Kaustinen,2022,14196,3158,1948,443,13.7,14,1285,252,9.1,8
SK162 Kokkola,1995,50315,,3556,,7.1,,,,,
SK162 Kokkola,1996,49986,,4221,,8.4,,,,,
SK162 Kokkola,1997,49970,,4866,,9.7,,,,,
SK162 Kokkola,1998,49882,,5482,,11,,2156,,4.3,
SK162 Kokkola,1999,49794,,5847,,11.7,,2564,,5.1,
SK162 Kokkola,2000,49659,,6293,,12.7,,3043,,6.1,
SK162 Kokkola,2001,49464,,6206,,12.5,,3243,,6.6,
SK162 Kokkola,2002,49469,,6267,,12.7,,3525,,7.1,
SK162 Kokkola,2003,49490,,6178,,12.5,,3597,,7.3,
SK162 Kokkola,2004,49532,,6444,,13,,3614,,7.3,
SK162 Kokkola,2005,49882,,6642,,13.3,,3766,,7.5,
SK162 Kokkola,2006,50041,,6665,,13.3,,3888,,7.8,
SK162 Kokkola,2007,50435,,6918,,13.7,,4121,,8.2,
SK162 Kokkola,2008,50582,,6913,,13.7,,4113,,8.1,
SK162 Kokkola,2009,50959,,7163,,14.1,,4255,,8.3,
SK162 Kokkola,2010,51269,11874,6589,1498,12.9,12.6,4136,,8.1,
SK162 Kokkola,2011,51433,11837,6664,1503,13,12.7,4107,,8,
SK162 Kokkola,2012,51707,11856,6318,1473,12.2,12.4,3945,,7.6,
SK162 Kokkola,2013,51868,11813,6151,1411,11.9,11.9,3763,720,7.3,6.1
SK162 Kokkola,2014,52113,11895,5766,1338,11.1,11.2,3387,633,6.5,5.3
SK162 Kokkola,2015,52280,11906,6065,1419,11.6,11.9,3502,669,6.7,5.6
SK162 Kokkola,2016,52345,11910,6114,1371,11.7,11.5,3424,599,6.5,5
SK162 Kokkola,2017,52342,11920,6178,1359,11.8,11.4,3529,652,6.7,5.5
SK162 Kokkola,2018,52237,11874,6314,1400,12.1,11.8,3554,625,6.8,5.3
SK162 Kokkola,2019,52248,11835,6387,1401,12.2,11.8,3641,637,7,5.4
SK162 Kokkola,2020,52346,11757,5842,1196,11.2,10.2,3461,563,6.6,4.8
SK162 Kokkola,2021,52433,11690,6070,1251,11.6,10.7,3634,572,6.9,4.9
SK162 Kokkola,2022,52474,11644,6090,1180,11.6,10.1,3640,524,6.9,4.5
SK171 Oulu,1995,176075,,11791,,6.7,,,,,
SK171 Oulu,1996,178443,,13598,,7.6,,,,,
SK171 Oulu,1997,180942,,14808,,8.2,,,,,
SK171 Oulu,1998,183903,,17642,,9.6,,6171,,3.4,
SK171 Oulu,1999,187379,,19110,,10.2,,7139,,3.8,
SK171 Oulu,2000,191594,,20665,,10.8,,8138,,4.2,
SK171 Oulu,2001,195682,,22090,,11.3,,9621,,4.9,
SK171 Oulu,2002,198837,,23097,,11.6,,10842,,5.5,
SK171 Oulu,2003,201930,,24733,,12.2,,11897,,5.9,
SK171 Oulu,2004,205723,,26990,,13.1,,12904,,6.3,
SK171 Oulu,2005,209448,,28844,,13.8,,14040,,6.7,
SK171 Oulu,2006,212721,,31141,,14.6,,15689,,7.4,
SK171 Oulu,2007,215749,,33314,,15.4,,17420,,8.1,
SK171 Oulu,2008,218917,,33834,,15.5,,18395,,8.4,
SK171 Oulu,2009,222399,,35425,,15.9,,19903,,8.9,
SK171 Oulu,2010,225640,56841,35331,8451,15.7,14.9,20405,,9,
SK171 Oulu,2011,228386,57324,35925,8515,15.7,14.9,20633,,9,
SK171 Oulu,2012,231790,58116,34873,8243,15,14.2,20388,,8.8,
SK171 Oulu,2013,235207,58724,35141,8338,14.9,14.2,20488,4246,8.7,7.2
SK171 Oulu,2014,238147,59192,35500,8433,14.9,14.2,20523,4204,8.6,7.1
SK171 Oulu,2015,240501,59381,35007,8062,14.6,13.6,20525,4172,8.5,7
SK171 Oulu,2016,242414,59461,34675,7786,14.3,13.1,19876,3916,8.2,6.6
SK171 Oulu,2017,244365,59389,34758,7803,14.2,13.1,19749,3860,8.1,6.5
SK171 Oulu,2018,246426,59072,35603,7890,14.4,13.4,19831,3710,8,6.3
SK171 Oulu,2019,248489,58657,36361,7877,14.6,13.4,20343,3723,8.2,6.3
SK171 Oulu,2020,250916,58393,34680,6974,13.8,11.9,20059,3562,8,6.1
SK171 Oulu,2021,253436,57998,35745,6969,14.1,12,20482,3461,8.1,6
SK171 Oulu,2022,255815,57403,36570,7002,14.3,12.2,20828,3336,8.1,5.8
SK173 Oulunkaari,1995,27620,,2458,,8.9,,,,,
SK173 Oulunkaari,1996,27346,,2873,,10.5,,,,,
SK173 Oulunkaari,1997,27039,,3391,,12.5,,,,,
SK173 Oulunkaari,1998,26689,,3905,,14.6,,1716,,6.4,
SK173 Oulunkaari,1999,26307,,4183,,15.9,,1945,,7.4,
SK173 Oulunkaari,2000,25901,,4538,,17.5,,2289,,8.8,
SK173 Oulunkaari,2001,25666,,4466,,17.4,,2527,,9.8,
SK173 Oulunkaari,2002,25504,,4208,,16.5,,2618,,10.3,
SK173 Oulunkaari,2003,25306,,4609,,18.2,,2726,,10.8,
SK173 Oulunkaari,2004,25212,,4931,,19.6,,2878,,11.4,
SK173 Oulunkaari,2005,25237,,4898,,19.4,,2952,,11.7,
SK173 Oulunkaari,2006,25033,,5228,,20.9,,3223,,12.9,
SK173 Oulunkaari,2007,24945,,5210,,20.9,,3403,,13.6,
SK173 Oulunkaari,2008,24769,,4916,,19.8,,3312,,13.4,
SK173 Oulunkaari,2009,24689,,4889,,19.8,,3353,,13.6,
SK173 Oulunkaari,2010,24641,5872,4903,1274,19.9,21.7,3256,,13.2,
SK173 Oulunkaari,2011,24520,5800,4748,1181,19.4,20.4,3169,,12.9,
SK173 Oulunkaari,2012,24463,5759,4363,1065,17.8,18.5,2980,,12.2,
SK173 Oulunkaari,2013,24359,5670,4137,1046,17,18.4,2828,565,11.6,10
SK173 Oulunkaari,2014,24180,5631,3922,996,16.2,17.7,2726,564,11.3,10
SK173 Oulunkaari,2015,23872,5507,3846,1025,16.1,18.6,2510,477,10.5,8.7
SK173 Oulunkaari,2016,23701,5435,3735,998,15.8,18.4,2436,494,10.3,9.1
SK173 Oulunkaari,2017,23370,5325,3816,1019,16.3,19.1,2447,502,10.5,9.4
SK173 Oulunkaari,2018,23022,5197,3802,992,16.5,19.1,2450,541,10.6,10.4
SK173 Oulunkaari,2019,22745,5091,3858,928,17,18.2,2523,530,11.1,10.4
SK173 Oulunkaari,2020,22587,4970,3399,839,15,16.9,2375,495,10.5,10
SK173 Oulunkaari,2021,22400,4864,3524,836,15.7,17.2,2362,462,10.5,9.5
SK173 Oulunkaari,2022,22156,4751,3496,759,15.8,16,2303,383,10.4,8.1
SK174 Raahe,1995,37646,,2732,,7.3,,,,,
SK174 Raahe,1996,37274,,3041,,8.2,,,,,
SK174 Raahe,1997,37020,,3443,,9.3,,,,,
SK174 Raahe,1998,36584,,3876,,10.6,,1736,,4.7,
SK174 Raahe,1999,36277,,4141,,11.4,,1955,,5.4,
SK174 Raahe,2000,35949,,4471,,12.4,,2250,,6.3,
SK174 Raahe,2001,35594,,4540,,12.8,,2427,,6.8,
SK174 Raahe,2002,35278,,4545,,12.9,,2624,,7.4,
SK174 Raahe,2003,34984,,4814,,13.8,,2726,,7.8,
SK174 Raahe,2004,34761,,5303,,15.3,,2946,,8.5,
SK174 Raahe,2005,34539,,5321,,15.4,,3036,,8.8,
SK174 Raahe,2006,34411,,5272,,15.3,,3184,,9.3,
SK174 Raahe,2007,34399,,5545,,16.1,,3454,,10,
SK174 Raahe,2008,34440,,5321,,15.5,,3378,,9.8,
SK174 Raahe,2009,34375,,5639,,16.4,,3589,,10.4,
SK174 Raahe,2010,34272,8193,5215,1372,15.2,16.7,3497,,10.2,
SK174 Raahe,2011,34096,8169,5078,1356,14.9,16.6,3383,,9.9,
SK174 Raahe,2012,34042,8151,4900,1344,14.4,16.5,3233,,9.5,
SK174 Raahe,2013,33917,8089,4747,1307,14,16.2,3111,725,9.2,9
SK174 Raahe,2014,33676,8098,4173,1237,12.4,15.3,2672,658,7.9,8.1
SK174 Raahe,2015,33351,7961,4372,1275,13.1,16,2820,668,8.5,8.4
SK174 Raahe,2016,33090,7874,4233,1172,12.8,14.9,2766,669,8.4,8.5
SK174 Raahe,2017,33027,7846,4180,1177,12.7,15,2637,638,8,8.1
SK174 Raahe,2018,32719,7675,4163,1115,12.7,14.5,2568,555,7.8,7.2
SK174 Raahe,2019,32438,7509,4242,1127,13.1,15,2682,597,8.3,8
SK174 Raahe,2020,31971,7277,3791,964,11.9,13.2,2503,527,7.8,7.2
SK174 Raahe,2021,31778,7122,3992,986,12.6,13.8,2625,568,8.3,8
SK174 Raahe,2022,31410,6893,3920,903,12.5,13.1,2530,476,8.1,6.9
SK175 Haapavesi-Siikalatva,1995,17900,,1639,,9.2,,,,,
SK175 Haapavesi-Siikalatva,1996,17699,,1851,,10.5,,,,,
SK175 Haapavesi-Siikalatva,1997,17515,,2075,,11.8,,,,,
SK175 Haapavesi-Siikalatva,1998,17266,,2315,,13.4,,1038,,6,
SK175 Haapavesi-Siikalatva,1999,17062,,2397,,14,,1189,,7,
SK175 Haapavesi-Siikalatva,2000,16835,,2595,,15.4,,1356,,8.1,
SK175 Haapavesi-Siikalatva,2001,16621,,2599,,15.6,,1446,,8.7,
SK175 Haapavesi-Siikalatva,2002,16480,,2533,,15.4,,1527,,9.3,
SK175 Haapavesi-Siikalatva,2003,16288,,2634,,16.2,,1521,,9.3,
SK175 Haapavesi-Siikalatva,2004,16100,,2761,,17.1,,1648,,10.2,
SK175 Haapavesi-Siikalatva,2005,15965,,2857,,17.9,,1665,,10.4,
SK175 Haapavesi-Siikalatva,2006,15659,,2928,,18.7,,1728,,11,
SK175 Haapavesi-Siikalatva,2007,15572,,3011,,19.3,,1859,,11.9,
SK175 Haapavesi-Siikalatva,2008,15364,,2811,,18.3,,1924,,12.5,
SK175 Haapavesi-Siikalatva,2009,15126,,2806,,18.6,,1892,,12.5,
SK175 Haapavesi-Siikalatva,2010,15009,3605,2776,740,18.5,20.5,1817,,12.1,
SK175 Haapavesi-Siikalatva,2011,14806,3528,2663,634,18,18,1690,,11.4,
SK175 Haapavesi-Siikalatva,2012,14621,3453,2542,607,17.4,17.6,1711,,11.7,
SK175 Haapavesi-Siikalatva,2013,14430,3371,2414,606,16.7,18,1700,347,11.8,10.3
SK175 Haapavesi-Siikalatva,2014,14352,3364,2162,551,15.1,16.4,1494,321,10.4,9.5
SK175 Haapavesi-Siikalatva,2015,14215,3300,2218,509,15.6,15.4,1493,282,10.5,8.5
SK175 Haapavesi-Siikalatva,2016,14021,3284,2113,513,15.1,15.6,1409,270,10,8.2
SK175 Haapavesi-Siikalatva,2017,13739,3176,2231,552,16.2,17.4,1397,268,10.2,8.4
SK175 Haapavesi-Siikalatva,2018,13452,3083,2232,562,16.6,18.2,1407,290,10.5,9.4
SK175 Haapavesi-Siikalatva,2019,13320,3053,2220,529,16.7,17.3,1411,296,10.6,9.7
SK175 Haapavesi-Siikalatva,2020,13202,3005,2022,500,15.3,16.6,1368,261,10.4,8.7
SK175 Haapavesi-Siikalatva,2021,13079,2925,1990,416,15.2,14.2,1300,229,9.9,7.8
SK175 Haapavesi-Siikalatva,2022,12991,2860,2019,423,15.5,14.8,1275,212,9.8,7.4
SK176 Nivala-Haapajärvi,1995,33976,,3132,,9.2,,,,,
SK176 Nivala-Haapajärvi,1996,33663,,3674,,10.9,,,,,
SK176 Nivala-Haapajärvi,1997,33350,,4260,,12.8,,,,,
SK176 Nivala-Haapajärvi,1998,33073,,4556,,13.8,,2061,,6.2,
SK176 Nivala-Haapajärvi,1999,32468,,4687,,14.4,,2438,,7.5,
SK176 Nivala-Haapajärvi,2000,32093,,4870,,15.2,,2603,,8.1,
SK176 Nivala-Haapajärvi,2001,31759,,5198,,16.4,,2752,,8.7,
SK176 Nivala-Haapajärvi,2002,31388,,5223,,16.6,,3076,,9.8,
SK176 Nivala-Haapajärvi,2003,31116,,5345,,17.2,,3195,,10.3,
SK176 Nivala-Haapajärvi,2004,30918,,5415,,17.5,,3275,,10.6,
SK176 Nivala-Haapajärvi,2005,30724,,5335,,17.4,,3272,,10.6,
SK176 Nivala-Haapajärvi,2006,30602,,5596,,18.3,,3508,,11.5,
SK176 Nivala-Haapajärvi,2007,30502,,5949,,19.5,,3598,,11.8,
SK176 Nivala-Haapajärvi,2008,30278,,5786,,19.1,,3628,,12,
SK176 Nivala-Haapajärvi,2009,30163,,6008,,19.9,,3873,,12.8,
SK176 Nivala-Haapajärvi,2010,29955,7474,5599,1535,18.7,20.5,3791,,12.7,
SK176 Nivala-Haapajärvi,2011,29820,7460,5563,1494,18.7,20,3774,,12.7,
SK176 Nivala-Haapajärvi,2012,29673,7413,5144,1362,17.3,18.4,3548,,12,
SK176 Nivala-Haapajärvi,2013,29426,7315,5070,1379,17.2,18.9,3346,734,11.4,10
SK176 Nivala-Haapajärvi,2014,29116,7182,4625,1285,15.9,17.9,3145,709,10.8,9.9
SK176 Nivala-Haapajärvi,2015,28892,7087,4719,1304,16.3,18.4,3109,705,10.8,9.9
SK176 Nivala-Haapajärvi,2016,28701,7016,4460,1178,15.5,16.8,3007,683,10.5,9.7
SK176 Nivala-Haapajärvi,2017,28338,6846,4490,1219,15.8,17.8,2937,677,10.4,9.9
SK176 Nivala-Haapajärvi,2018,28005,6764,4528,1214,16.2,17.9,2924,642,10.4,9.5
SK176 Nivala-Haapajärvi,2019,27580,6569,4505,1153,16.3,17.6,2837,559,10.3,8.5
SK176 Nivala-Haapajärvi,2020,27177,6416,4203,1120,15.5,17.5,2804,602,10.3,9.4
